borrower_id,age,location,employment_type,borrower_type,credit_score,traditional_payment_history_pct,credit_inquiries,utility_on_time_pct,rent_avg_days_late,mobile_disconnects,avg_bank_balance,overdraft_events,job_tenure_months,monthly_income,income_fluctuation_pct,existing_debt,is_default,savings_ratio,debt_to_income_ratio,income_stability_score,is_gig_worker,payment_reliability_score
B_000000,56,Suburban,Unemployed,Thin File,,,,0.5895282296803168,0.09030073198984563,0.0,0.002182540818851048,0.0,0.005813953488372093,4256.85,45.83,1102.83,1,0.00026642183980941805,0.0022308223124890784,0.08321664332866585,0,0.7676738952432047
B_000001,69,Urban,Salaried,Traditional,660.3453214886935,70.4404201111841,1.0,0.6158999766263965,0.08661210135067272,0.0,0.0063820894693771,0.16666666666666666,0.11337209302325581,2569.61,6.21,40.87,0,0.0012893092860311978,0.00012395903634224785,0.8757751550310064,0,0.7819663579079963
B_000002,46,Urban,Self-Employed,Traditional,781.0661807294327,71.0188502718877,3.0,0.4983725449056217,0.12184517392905507,0.0,0.0010379745757065687,0.16666666666666666,0.01744186046511628,3919.33,9.49,650.99,0,0.0001380942880490961,0.0014252439757222444,0.8101620324064815,0,0.7126327202740943
B_000003,32,Rural,Salaried,Traditional,620.0433621710537,84.1135937710298,0.0,0.7231671149311614,0.4224729983200097,0.0,0.00457586003629538,0.0,0.026162790697674417,6463.19,9.97,1458.34,1,0.0003669873358446295,0.0019413002251788209,0.8005601120224046,0,0.7348416579695778
B_000004,60,Urban,Self-Employed,Traditional,726.648661393055,73.62726121761239,0.0,0.8452164022082432,0.06297728885762982,0.16666666666666666,0.01310661740840846,0.3333333333333333,0.2645348837209302,17874.37,32.56,1180.48,0,0.00037927288607210593,0.0005584879844729051,0.34866973394678946,0,0.8703816811134995
B_000005,25,Urban,Gig Worker,Thin File,,,,0.648883671262528,0.06297728885762982,0.0,0.001370732157782815,0.16666666666666666,0.020348837209302327,1593.49,43.64,363.98,1,0.0004497878682366353,0.0019644452703198837,0.12702540508101623,1,0.8055486489739749
B_000006,38,Suburban,Gig Worker,Thin File,,,,0.8354151832056171,0.005990276963597255,0.0,0.00584772485588674,0.16666666666666666,0.375,4843.21,23.87,7153.31,1,0.0006263229515121741,0.01278334540447997,0.5225045009001801,1,0.9159105085137293
B_000007,56,Urban,Gig Worker,Traditional,653.0872104564914,82.6217668841058,3.0,0.7571885775921654,0.06732365316013045,0.3333333333333333,0.0005703163728327066,0.0,0.011627906976744186,6388.55,23.68,2009.96,0,4.623453651065329e-05,0.002712307962128254,0.5263052610522105,1,0.791730526181377
B_000008,36,Rural,Salaried,Traditional,602.8244554167695,93.47925218595016,1.0,0.9117701417642854,0.33559058881584714,0.3333333333333333,0.03400577865427062,0.0,0.020348837209302327,561.69,4.66,1746.35,0,0.03135051675228174,0.026882438859405174,0.9067813562712546,0,0.788541227570722
B_000009,40,Suburban,Unemployed,Traditional,614.1703141488287,44.754955687242905,3.0,0.6710138529009494,0.054422247579863,0.0,0.007454813336284748,0.16666666666666666,0.01744186046511628,6662.56,5.45,3593.49,0,0.000579989795278206,0.00465965090317724,0.8909781956391278,0,0.8191802521765157
B_000010,28,Urban,Unemployed,Traditional,617.2892638191762,85.50274730779738,0.0,0.06783642143925629,0.13224432481077064,0.3333333333333333,0.0033041990248635564,0.0,0.2761627906976744,814.86,8.38,1072.82,1,0.00210921052362023,0.011381877148980967,0.8323664732946592,0,0.4275782466097303
B_000011,28,Rural,Salaried,Traditional,679.7623750142276,57.97640677516589,4.0,0.847395041052862,0.044760913253626314,0.0,0.0028048078915497653,0.0,0.19767441860465115,2931.31,0.58,2463.23,0,0.0004975272674211778,0.0072660673481811456,0.9883976795359073,0,0.910269246550343
B_000012,41,Urban,Gig Worker,Traditional,555.5091855620846,76.62934702114961,4.0,0.768647830500532,0.28160107415890256,0.16666666666666666,0.00040231730692626334,0.16666666666666666,0.0029069767441860465,13401.9,45.25,836.09,1,1.4807360612574347e-05,0.0005267852377180756,0.09481896379275878,1,0.7665102596692619
B_000013,53,Urban,Salaried,Traditional,580.2057107982325,69.18835622917288,1.0,0.6986810661769695,0.04436948210767298,0.0,0.006299404499052893,0.16666666666666666,0.4273255813953488,3654.97,2.86,1036.44,0,0.0008944038855133845,0.002442984245727155,0.9427885577115425,0,0.8360296884561829
B_000014,57,Urban,Self-Employed,Thin File,,,,0.9540917660390771,0.15244424652778021,0.0,0.0011942342916236742,0.16666666666666666,0.020348837209302327,2890.26,17.59,1348.0,1,0.0002157688556743762,0.004026651886765968,0.6481296259251852,0,0.9313126090612045
B_000015,41,Urban,Salaried,Traditional,669.7859964468868,92.84035103980082,1.0,0.7594442853547893,0.14013932530607165,0.3333333333333333,0.0023207635126491193,0.16666666666666666,0.13953488372093023,1598.51,5.96,2440.34,1,0.0007563487745765085,0.013208056097412628,0.8807761552310465,0,0.7710136784189066
B_000016,20,Urban,Unemployed,Traditional,695.2185227405358,67.45567630910234,1.0,0.5856672971195733,0.014862774427123342,0.16666666666666666,0.0026019780111784293,0.16666666666666666,0.020348837209302327,19120.43,15.94,355.22,0,6.960811573612812e-05,0.0001471681560275221,0.6811362272454493,0,0.7550414828983163
B_000017,39,Urban,Salaried,Traditional,676.3965172533512,42.126809793562344,3.0,0.6919287988096501,0.06297728885762982,0.16666666666666666,0.004991914013174445,0.5,0.00872093023255814,1225.72,4.6,115.55,0,0.002115691603265917,0.0008024837779895782,0.9079815963192641,0,0.7937378794142027
B_000018,19,Urban,Salaried,Thin File,,,,0.7132434892583833,0.11160502784852915,0.16666666666666666,0.002363135229016885,0.3333333333333333,0.6075581395348837,2509.8,0.68,385.76,0,0.000490074423381681,0.0013176560715199043,0.9863972794558913,0,0.7898069029412997
B_000019,41,Urban,Salaried,Thin File,,,,0.7400963308445814,0.016934340544139045,0.0,0.0034551597286326965,0.16666666666666666,0.22965116279069767,8868.06,3.81,1002.36,1,0.00020157628455588458,0.0009656110397385509,0.9237847569513904,0,0.864967863259049
B_000020,61,Suburban,Salaried,Traditional,649.673628041018,70.36715270708662,3.0,0.557282277921517,0.025854601155689945,0.16666666666666666,0.0016027677474158195,0.0,0.00872093023255814,4392.13,0.1,2675.24,0,0.00018974380472335225,0.005263557493635085,0.9979995999199842,0,0.7375514252807183
B_000021,47,Rural,Self-Employed,Traditional,688.0905428289208,89.15782821057317,2.0,0.8763836096689089,0.0370667648895902,0.8333333333333333,0.0006133810369428989,0.0,0.061046511627906974,7005.29,27.48,6488.82,1,4.5228231188829895e-05,0.008012329028239356,0.4502900580116025,0,0.7604051087009107
B_000022,55,Urban,Salaried,Traditional,761.5964034008264,69.97628800794861,0.0,0.86534878687643,0.06297728885762982,0.16666666666666666,0.000981947712649816,0.16666666666666666,0.040697674418604654,1429.04,4.26,5270.17,0,0.0003607030535794093,0.03192407110454311,0.9147829565913184,0,0.8804478734475927
B_000023,19,Urban,Self-Employed,Thin File,,,,0.7163465692399897,0.08161955607942038,0.0,0.0028343804554986007,0.16666666666666666,0.0029069767441860465,2543.08,25.67,1757.44,1,0.0005796921447477192,0.005972766419763491,0.4864972994598922,0,0.8336874177961686
B_000024,38,Urban,Unemployed,Traditional,734.7782686908997,87.3651819506663,2.0,0.7885216951186823,0.1030867988979496,0.0,0.00030995144902404325,0.3333333333333333,0.0872093023255814,2425.8,6.12,1142.27,0,6.83928179841523e-05,0.004065277954483074,0.8775755151030207,0,0.8633348078899563
B_000025,50,Urban,Gig Worker,Traditional,711.6836771521773,96.02784383593104,1.0,0.7547512218544788,0.06297728885762982,0.0,0.017198881443754175,0.3333333333333333,0.09011627906976744,1996.88,1.46,1345.97,0,0.004466664966121352,0.005824602033626944,0.9707941588317666,1,0.8584824242699505
B_000026,29,Suburban,Gig Worker,Traditional,656.7667538525884,79.28006974533935,5.0,0.7664996209874034,0.06297728885762982,0.16666666666666666,0.015792707047027857,0.3333333333333333,0.055232558139534885,1294.48,48.05,2465.84,1,0.006326391884252259,0.01648162044426686,0.03880776155231058,1,0.8310232905030794
B_000027,39,Suburban,Salaried,Traditional,688.8700639105562,73.26059978139774,2.0,0.7254939809703755,0.12161391226642236,0.16666666666666666,0.002830956478418377,0.0,0.18023255813953487,6497.17,4.29,1411.21,0,0.0002258262211367794,0.001868222075396924,0.9141828365673135,0,0.7929294834719278
B_000028,61,Urban,Salaried,Traditional,807.9137691353661,89.38013080393945,1.0,0.7212073387953988,0.06297728885762982,0.16666666666666666,0.0011260808430744633,0.0,0.06976744186046512,509.12,4.66,453.46,0,0.0011602120151932044,0.007689824329269514,0.9067813562712546,0,0.8083771494070771
B_000029,42,Urban,Salaried,Traditional,699.4462636030371,70.93174074483981,2.0,0.8685862052650999,0.008839889919754684,0.0,0.000763872981945104,0.0,0.014534883720930232,3710.93,3.73,3616.64,0,0.00010763672833212997,0.008429925177036338,0.9253850770154031,0,0.9316411356566234
B_000030,66,Urban,Salaried,Traditional,601.1183180663144,91.21036782933774,2.0,0.53460695987293,0.07175971637410289,0.0,0.0020134411888831044,0.3333333333333333,0.046511627906976744,4595.02,0.23,2460.35,1,0.00022763774547660603,0.004625393872788433,0.9953990798159633,0,0.7457755650242341
B_000031,44,Suburban,Gig Worker,Thin File,,,,0.7737986293058509,0.14252773043777278,0.0,0.0016993116725885506,0.0,0.029069767441860465,2977.22,6.81,4023.87,0,0.0002973640481593473,0.01169510028564251,0.8637727545509104,1,0.8441409955215935
B_000032,59,Urban,Salaried,Traditional,510.86022002137554,84.64930488274666,3.0,0.4946012799010306,0.08259790453898316,0.16666666666666666,0.001001941293100407,0.16666666666666666,0.26744186046511625,9082.31,8.6,5833.48,1,5.674622176816599e-05,0.005551793754910578,0.827965593118624,0,0.689187935255487
B_000033,45,Rural,Gig Worker,Traditional,690.9918965402304,91.24007446227624,2.0,0.6429325643041194,0.06297728885762982,0.3333333333333333,0.006440500887900438,0.16666666666666666,0.1569767441860465,3052.12,22.41,1009.48,1,0.001095247361016068,0.0028515649653391333,0.551710342068414,1,0.7359064288281041
B_000034,33,Suburban,Salaried,Traditional,784.9649875026251,81.24554189783427,0.0,0.848605670149141,0.1374306066987758,0.0,0.0023120405234209303,0.16666666666666666,0.0029069767441860465,3430.44,8.92,209.49,0,0.0003504921458554911,0.000515249590641307,0.8215643128625727,0,0.8830736530649377
B_000035,32,Urban,Gig Worker,Thin File,,,,0.8972088633634729,0.24549409605519035,0.16666666666666666,0.005298889863069246,0.16666666666666666,0.09883720930232558,2055.59,27.26,144.59,0,0.0013388035596790973,0.0005954600680526989,0.4546909381876376,1,0.841622869531846
B_000036,64,Suburban,Salaried,Traditional,691.9786187606439,92.01980479749032,4.0,0.7792335909541949,0.15258826320258445,0.16666666666666666,0.0017050386818715433,0.0,0.08139534883720931,1911.33,5.07,1494.02,0,0.00046544340883042693,0.006756717169360513,0.898579715943189,0,0.8105069831829887
B_000037,68,Rural,Salaried,Traditional,758.834544469543,64.93656064235539,5.0,0.7435103667010181,0.053325567066353136,0.16666666666666666,0.002193750267625589,0.0,0.0436046511627907,1047.18,0.07,5280.14,0,0.0010920855156565663,0.04364172186870683,0.9985997199439891,0,0.8224241798972698
B_000038,61,Suburban,Self-Employed,Traditional,767.2910906557188,83.97471603441342,1.0,0.6203958923269243,0.030793368207923166,0.0,0.0014454074674372136,0.16666666666666666,0.06686046511627906,1943.55,36.85,635.68,0,0.00038847633232079774,0.0028191929369442426,0.26285257051410293,0,0.8009599357010853
B_000039,69,Urban,Salaried,Traditional,782.3840937820664,78.32038396467021,3.0,0.7027389017211927,0.0009079150159272032,0.0,0.005017023178429418,0.16666666666666666,0.05813953488372093,4277.29,6.31,5858.1,0,0.0006086771060624421,0.011852505238335826,0.8737747549509902,0,0.8510970763558181
B_000040,20,Urban,Self-Employed,Traditional,530.5396934923597,76.37748946458449,3.0,0.6184404976356296,0.043615870233934,0.16666666666666666,0.02046005656613945,0.16666666666666666,0.4680232558139535,2852.3,1.64,153.04,0,0.003719780970999108,0.000450997946563244,0.9671934386877377,0,0.7628021544143013
B_000041,54,Rural,Salaried,Traditional,720.3944763689448,89.82830458866037,0.0,0.8575834790721875,0.06297728885762982,0.16666666666666666,0.004810871225057627,0.0,0.0029069767441860465,3044.58,0.05,210.2,0,0.0008205114539178972,0.000584301024832843,0.9989997999599922,0,0.8765652195454714
B_000042,68,Suburban,Salaried,Thin File,,,,0.629158564646512,0.0968354321530812,0.0,0.009638882716332325,0.0,0.11627906976744186,1382.71,6.25,41.83,0,0.0036168681455480997,0.00024815790925311024,0.874974994999,0,0.7855286526773315
B_000043,24,Suburban,Gig Worker,Thin File,,,,0.8099353196601974,0.04503924250375825,0.3333333333333333,0.04947459377416209,0.16666666666666666,0.0029069767441860465,2787.98,29.35,441.22,0,0.009199929365543686,0.001357182126881049,0.41288257651530325,1,0.8247892204123046
B_000044,38,Rural,Salaried,Thin File,,,,0.6544005914562983,0.14808762304221454,0.0,0.003532749494968476,0.16666666666666666,0.09011627906976744,2768.71,8.85,953.74,0,0.0006630969361078426,0.0029703589344840446,0.822964592918584,0,0.7827740088154846
B_000045,26,Rural,Self-Employed,Traditional,692.6437697481293,84.60836436290472,3.0,0.6026386847929626,0.495092627587789,0.0,0.0002603037813608022,0.16666666666666666,0.0436046511627907,2330.38,9.36,511.53,1,6.020735650490315e-05,0.0018876383016062249,0.8127625525105022,0,0.6527915541201446
B_000046,56,Rural,Salaried,Traditional,738.10688593915,55.64458749982333,2.0,0.7266648852210145,0.14163124511493783,0.0,0.0003398908676600453,0.0,0.05232558139534883,1827.72,2.14,738.93,0,9.970881428100741e-05,0.003487931712996106,0.9571914382876576,0,0.8208430690760258
B_000047,35,Urban,Self-Employed,Traditional,605.6706716158641,81.61190631654812,1.0,0.7640926904043291,0.1336780840471116,0.0,0.0035045424456885393,0.16666666666666666,0.061046511627906974,7806.45,28.57,1696.87,1,0.00023245597990577166,0.0018696907913134967,0.4284856971394282,0,0.8419429199880311
B_000048,21,Suburban,Salaried,Thin File,,,,0.7244663283316743,0.056412927457978476,0.0,0.0003217111798293347,0.0,0.09883720930232558,3331.8,6.88,3820.31,0,5.124866794172711e-05,0.009920062172759418,0.8623724744948993,0,0.8453092859284437
B_000049,42,Suburban,Salaried,Traditional,735.0667147072841,77.85668752052614,1.0,0.9476194719556722,0.04504336270162043,0.0,0.0018596679325123518,0.0,0.0872093023255814,5630.84,9.92,689.87,1,0.00017135407935976423,0.0010477407321532088,0.8015603120624126,0,0.9602967271673499
B_000050,31,Suburban,Salaried,Thin File,,,,0.8281065759259826,0.00939098072217779,0.0,0.0004628279494928325,0.16666666666666666,0.11627906976744186,1872.36,9.15,7376.17,0,0.00013132682881492887,0.034108572590371485,0.8169633926785358,0,0.9112359937463379
B_000051,67,Suburban,Salaried,Traditional,593.5866579107891,80.08383786017197,0.0,0.6011961358074523,0.08529758091252626,0.16666666666666666,0.0019788957058415636,0.0,0.16569767441860464,2481.61,7.89,346.99,0,0.00041540224376301763,0.0011974378249338246,0.8421684336867374,0,0.7416754602966349
B_000052,26,Urban,Salaried,Traditional,773.7120992170095,89.20197980527401,2.0,0.8388533127537879,0.034929647827171055,0.0,0.005109062943276378,0.5,0.05232558139534883,1618.22,8.83,584.6,1,0.001640020831681328,0.0031150112884138236,0.8233646729345871,0,0.9089477620287427
B_000053,43,Suburban,Self-Employed,Traditional,654.7070738687678,91.79098805433338,1.0,0.6162876777831429,0.061093304289117724,0.16666666666666666,0.0018886086911666222,0.16666666666666666,0.05813953488372093,2031.44,25.13,4785.63,0,0.0004846873155982445,0.02039186340791663,0.49729945989197866,0,0.7564825142715028
B_000054,19,Suburban,Self-Employed,Thin File,,,,0.7812152095271325,0.06729386015049096,0.0,0.0037936443199919354,0.0,0.055232558139534885,1524.81,20.19,86.81,0,0.0012934848240840045,0.00047923449661995153,0.5961192238447692,0,0.870419446718419
B_000055,37,Urban,Salaried,Traditional,730.037083203653,91.26347904593078,3.0,0.5090376256709028,0.07010999038754562,0.0,0.02196668800470161,0.0,0.023255813953488372,2197.91,1.0,1597.85,0,0.005182472813388294,0.0062835336454598965,0.9799959991998402,0,0.7334858157191877
B_000056,45,Urban,Salaried,Thin File,,,,0.839683018616739,0.0444422808350682,0.16666666666666666,0.0034272583915920655,0.16666666666666666,0.04941860465116279,6283.05,5.76,214.21,0,0.0002827720096176386,0.00028158843964828635,0.8847769553910783,0,0.8731754917245158
B_000057,64,Urban,Salaried,Traditional,612.254492179413,60.00579954084279,0.0,0.8363026772473436,0.04420977777849669,0.0,0.007942261311449664,0.16666666666666666,0.0872093023255814,2273.12,3.66,362.64,1,0.0018133216658150744,0.0013681247444958407,0.9267853570714146,0,0.9048884052901227
B_000058,24,Urban,Salaried,Traditional,844.5040808154016,87.34417032049505,5.0,0.5803658548160313,0.009335065367648557,0.16666666666666666,0.017954276006262537,0.16666666666666666,0.046511627906976744,9351.07,8.58,241.78,0,0.0009949910343786423,0.00021022391908533802,0.8283656731346272,0,0.7540490744643877
B_000059,61,Urban,Salaried,Traditional,825.148046111182,92.1132223355027,4.0,0.7491734547487445,0.04263420120097913,0.0,0.009750243494703402,0.5,0.020348837209302327,2030.86,1.25,315.64,0,0.0024910819606647674,0.0013324326281340206,0.9749949989998001,0,0.8617964670140785
B_000060,25,Urban,Salaried,Traditional,728.4028112649415,64.3214472207508,1.0,0.6733974661995165,0.14086907271840965,0.0,0.002599593455711845,0.0,0.07848837209302326,3579.46,7.8,489.44,0,0.00037748951797658307,0.0011708263803630317,0.8439687937587519,0,0.7944380112842353
B_000061,64,Suburban,Unemployed,Traditional,714.432273818535,79.58347298337564,0.0,0.5999162216299169,0.03598050106780275,0.0,0.04449498977382369,0.0,0.029069767441860465,6421.21,43.37,709.68,0,0.003592421342461261,0.0009438276430651847,0.13242648529705958,0,0.7891639604946177
B_000062,52,Suburban,Self-Employed,Traditional,706.3828981008237,87.09605848570277,3.0,0.8366998233871379,0.05436648414359852,0.16666666666666666,0.003458644848160781,0.0,0.029069767441860465,1356.88,17.55,849.25,0,0.001325701237607446,0.005406234337245319,0.6489297859571916,0,0.868706633117156
B_000063,31,Suburban,Salaried,Traditional,556.0002699185063,85.38055186341496,2.0,0.7454387202853536,0.06297728885762982,0.16666666666666666,0.0012109261798897639,0.16666666666666666,0.029069767441860465,2990.92,8.08,1383.65,0,0.00021135514021607222,0.003993976035460209,0.8383676735347072,0,0.8204928401520546
B_000064,34,Rural,Salaried,Traditional,689.024591033717,87.1771556499669,4.0,0.7980957425374048,0.13164220404570498,0.0,0.0011287303491484457,0.0,0.0029069767441860465,8898.69,5.72,546.97,0,6.533308526171199e-05,0.0005187964394585437,0.8855771154230847,0,0.8595552100549908
B_000065,53,Urban,Self-Employed,Traditional,687.9633265516599,91.94753282695616,2.0,0.6420325264433575,0.04176862936936403,0.16666666666666666,0.004366773245426255,0.5,0.13372093023255813,2356.52,39.64,1702.69,1,0.0009627169853682781,0.006245248837132496,0.2070414082816565,0,0.7751523410775363
B_000066,67,Urban,Salaried,Traditional,633.9190651009295,66.97687930624261,3.0,0.48734293325716793,0.016947908305239606,0.0,0.00153972988367099,0.3333333333333333,0.09302325581395349,3905.9,4.78,1883.22,1,0.00020516655912055257,0.0041635036469458405,0.9043808761752352,0,0.7385870941370121
B_000067,57,Rural,Gig Worker,Traditional,655.2520662398732,59.69831823562165,2.0,0.9001776068041906,0.0032120278777772607,0.0,0.0014766512582942532,0.3333333333333333,0.03197674418604651,1122.06,13.31,1629.06,1,0.0006880891714023458,0.012557006047962362,0.7337467493498702,1,0.949125195038762
B_000068,21,Urban,Gig Worker,Thin File,,,,0.837773944810507,0.06297728885762982,0.3333333333333333,0.0007535195274406185,0.0,0.2180232558139535,3025.82,26.02,1185.93,1,0.00013054401618176777,0.0033816641474502594,0.47949589917983615,1,0.8333271190812979
B_000069,19,Rural,Salaried,Traditional,592.2181655900007,85.97595193571573,2.0,0.8204303108402305,0.06297728885762982,0.16666666666666666,0.005267238455893133,0.0,0.04941860465116279,3449.79,0.63,1381.47,0,0.0007925724058370661,0.003455562529971615,0.9873974794958995,0,0.857988635429493
B_000070,23,Rural,Salaried,Thin File,,,,0.8858451413235854,0.053563060825461715,0.0,0.001351166574467252,0.0,0.3226744186046512,2422.79,1.74,622.31,0,0.0002912269338786448,0.0022112348104058044,0.9651930386077219,0,0.9268536524141542
B_000071,59,Suburban,Gig Worker,Thin File,,,,0.8829746526728357,0.03551534747357104,0.0,0.004646336897863314,0.3333333333333333,0.11627906976744186,7923.97,33.64,777.46,0,0.0003036944094368506,0.0008363540243447601,0.3270654130826167,1,0.9308327220943464
B_000072,21,Rural,Unemployed,Thin File,,,,0.49766435765332,0.06297728885762982,0.16666666666666666,0.0035459358828905272,0.16666666666666666,0.08430232558139535,1610.21,10.32,3739.82,0,0.0011451331039221938,0.02010156315637035,0.7935587117423488,0,0.6966056588360376
B_000073,46,Urban,Salaried,Traditional,694.6278923980751,76.46133904879903,2.0,0.5906244551519765,0.12296114440100696,0.0,0.02689428016272614,0.3333333333333333,0.4127906976744186,3170.29,1.75,1000.35,0,0.0043986805210919884,0.0027198438908838047,0.9649929985997201,0,0.7584238842556861
B_000074,35,Urban,Self-Employed,Thin File,,,,0.6033449640914726,0.1360836754259275,0.0,0.00013960858928292323,0.0,0.0872093023255814,7672.33,16.42,670.7,1,9.159552721679435e-06,0.0007436606344387309,0.6715343068613724,0,0.760847379417958
B_000075,43,Suburban,Salaried,Traditional,638.3827979284197,89.33449474226995,1.0,0.6541734759587519,0.06297728885762982,0.0,0.002223180165862749,0.0,0.07848837209302326,1971.84,8.19,331.25,0,0.0005873077609215063,0.0014412786854404044,0.8361672334466896,0,0.808193551322087
B_000076,61,Urban,Salaried,Thin File,,,,0.6828206555761355,0.06297728885762982,0.16666666666666666,0.0005939785001549655,0.16666666666666666,0.04941860465116279,9375.53,7.75,2992.43,1,3.236743265498011e-05,0.0027519175062732234,0.8449689937987599,0,0.7891838077974456
B_000077,51,Rural,Self-Employed,Thin File,,,,0.8260759247074771,0.01495132196637348,0.16666666666666666,0.001286274056470635,0.0,0.09593023255813954,1037.28,30.3,2640.34,0,0.0006493139197954139,0.022024329963847192,0.3938787757551512,0,0.8752192324304933
B_000078,27,Urban,Gig Worker,Thin File,,,,0.578134520026031,0.04723717281666703,0.3333333333333333,0.0009035630944918421,0.16666666666666666,0.014534883720930232,3199.91,11.16,2106.05,1,0.00014767355458986328,0.005688147138269877,0.7767553510702143,1,0.7082294415013488
B_000079,53,Suburban,Self-Employed,Thin File,,,,0.4557362721872743,0.044469653982088166,0.16666666666666666,0.008215078913806044,0.3333333333333333,0.026162790697674417,2255.28,5.48,316.96,0,0.0018903673549347496,0.0012035976962722547,0.8903780756151232,0,0.6811939065656774
B_000080,31,Suburban,Gig Worker,Thin File,,,,0.7519538303363266,0.07141686244957052,0.16666666666666666,0.005764530365163691,0.0,0.18023255813953487,3581.56,3.39,1684.04,0,0.0008353447771132268,0.004059872837429717,0.9321864372874578,1,0.8212185230999589
B_000081,48,Suburban,Salaried,Traditional,702.3631335154249,92.7940105843325,1.0,0.9004288093224293,0.06297728885762982,0.0,0.0043709309318808115,0.16666666666666666,0.10755813953488372,4496.98,4.01,818.36,0,0.0005043987966060593,0.0015629030283370302,0.9197839567913584,0,0.9313212180039256
B_000082,65,Urban,Salaried,Traditional,687.6964879920349,78.05023751493415,2.0,0.7986506740414562,0.04042764190101684,0.0,0.011313024081218042,0.16666666666666666,0.0755813953488372,3062.53,1.71,1945.01,0,0.0019162266353081794,0.00548828891854734,0.9657931586317265,0,0.8871970444504229
B_000083,32,Urban,Salaried,Traditional,675.4940882805336,65.48390097996467,2.0,0.804914660989317,0.24543821540101882,0.0,0.011814412534495295,0.0,0.03197674418604651,2404.81,6.39,3603.53,0,0.0025485479079310593,0.012966832310279171,0.8721744348869775,0,0.8288258658743528
B_000084,25,Rural,Salaried,Traditional,726.0667328163586,89.00071681063974,2.0,0.826638392916532,0.1684254335605402,0.0,0.008015306155827765,0.16666666666666666,0.011627906976744186,1847.46,3.63,152.05,0,0.0022517035565384536,0.0006990384445033909,0.9273854770954193,0,0.862791566390104
B_000085,31,Urban,Self-Employed,Thin File,,,,0.6455725920576741,0.011578303677182036,0.16666666666666666,0.00420195358680859,0.0,0.3168604651162791,3330.46,24.96,879.29,0,0.0006552066470300198,0.0022734976411602228,0.5007001400280056,0,0.7859794715923492
